name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,2000,1.0,1e-10,False,3.8100000000000014,6.01,10,0.40048185128553215,1.582323611084844,23.59575820252704,0.012030240167582855,11.03,1,1.0
SD,2000,1.0,1e-10,False,4.010000000000002,6.01,10,0.39665211937384953,1.585108039124094,23.816208838805125,0.011527489724404037,10.74,1,1.0
SD,1999,1.0,1e-10,False,4.010000000000002,6.01,10,0.4127902480001491,1.583018102863135,23.288694661572922,0.015008258322417188,12.04,1,1.0
SD,2000,1.0,1e-10,False,4.010000000000002,6.01,10,0.3875692668934108,1.5737657863202423,21.425833401208312,0.011697062162211856,11.41,1,1.0
SD,2000,1.0,1e-10,False,4.010000000000002,6.01,10,0.3981081456786795,1.5862397232140217,24.28438365004967,0.014575489109260086,10.04,1,1.0
SD,1938,1.0,1e-10,False,4.210000000000002,6.01,10,0.39625759888118417,1.5722150045734968,20.669934054917857,0.012987280508222915,10.515463917525773,1,1.0
SD,2000,1.0,1e-10,False,4.210000000000002,6.01,10,0.3880810650005838,1.5776963996026188,21.919936082750095,0.01815478610515578,10.77,1,1.0
SD,2000,1.0,1e-10,False,4.210000000000002,6.01,10,0.4054950490897534,1.564255341511002,19.75632022410182,0.010534705930644955,10.51,1,1.0
SD,2000,1.0,1e-10,False,4.210000000000002,6.01,10,0.3921494438929027,1.5704743337689686,20.604051972549172,0.01295357882231567,10.6,1,1.0
SD,2000,1.0,1e-10,False,4.410000000000002,6.01,10,0.3995600865128357,1.5881590273880017,25.1065474786245,0.013609373978965007,11.86,1,1.0
SD,1999,1.0,1e-10,False,4.410000000000002,6.01,10,0.41267490825805625,1.5625282342114157,19.903914050490773,0.011630289057700588,11.47,1,1.0
SD,2000,1.0,1e-10,False,4.410000000000002,6.01,10,0.3954550714231132,1.5472200714921653,18.281270552164592,0.010732350991505607,8.94,1,1.0
SD,2000,1.0,1e-10,False,4.410000000000002,6.01,10,0.40511775641469294,1.5914050392464627,27.08078690640657,0.016335599965847648,12.42,1,1.0
SD,1492,1.0,1e-10,False,4.610000000000002,6.01,10,0.3965360289759071,1.5688126532484241,20.20115998295276,0.0184289299661051,9.933333333333334,1,1.0
SD,1627,1.0,1e-10,False,4.610000000000002,6.01,10,0.4165396105536043,1.5674034151723333,20.43629172875902,0.015012091286088483,11.325153374233128,1,1.0
SD,2000,1.0,1e-10,False,4.610000000000002,6.01,10,0.3892883229208476,1.5691866809885004,19.777078526921276,0.017355381165154574,10.95,1,1.0
SD,2000,1.0,1e-10,False,4.610000000000002,6.01,10,0.4008409663364953,1.5737607475378907,20.211133839699563,0.010845667273214576,9.56,1,1.0
SD,2000,1.0,1e-10,False,4.810000000000002,6.01,10,0.3999821154524089,1.5780674684597147,21.751550604339023,0.012004081705964252,9.84,1,1.0
SD,1010,1.0,1e-10,False,4.810000000000002,6.01,10,0.39311998837884143,1.5588284158497958,17.373447912349473,0.020920163101582737,11.188118811881187,1,1.0
SD,2000,1.0,1e-10,False,4.810000000000002,6.01,10,0.4042397898418867,1.5826114747342868,24.111639060120904,0.01145810161822183,9.84,1,1.0
SD,2000,1.0,1e-10,False,4.810000000000002,6.01,10,0.3946064466719048,1.5906312413203842,26.47771165483745,0.012350524716099034,10.74,1,1.0
SD,2000,1.0,1e-10,False,5.0100000000000025,6.01,10,0.37912877578313636,1.5889834262126092,24.838859499487565,0.01316907036351376,11.0,1,1.0
SD,1999,1.0,1e-10,False,5.0100000000000025,6.01,10,0.4034992973557361,1.5829461583590116,23.349756846220668,0.011255741604889973,9.42,1,1.0
SD,2000,1.0,1e-10,False,5.0100000000000025,6.01,10,0.40223272786560776,1.576538208329067,22.650703800044834,0.011798483823581084,10.46,1,1.0
SD,2000,1.0,1e-10,False,5.0100000000000025,6.01,10,0.3884255022441421,1.5772952365304644,21.681018766000758,0.01229876643802561,10.05,1,1.0
SD,1999,1.0,1e-10,False,5.210000000000003,6.01,10,0.4028984388012251,1.5754006200805295,17.51264584593434,0.012330779097781618,9.61,1,1.0
SD,1733,1.0,1e-10,False,5.210000000000003,6.01,10,0.4123693451371596,1.5785912892684422,22.504064517466453,0.011953034023627972,11.28735632183908,1,1.0
SD,2000,1.0,1e-10,False,5.210000000000003,6.01,10,0.3760399666602229,1.572688241512426,21.475978147287254,0.013254764972208625,12.12,1,1.0
SD,1006,1.0,1e-10,False,5.210000000000003,6.01,10,0.37839318404113137,1.5782163853773354,20.684557661949295,0.024738358556234394,11.247524752475247,1,1.0
SD,959,1.0,1e-10,False,5.410000000000003,6.01,10,0.38130417804757893,1.5817422304676085,21.92617909655671,0.022943362253031303,11.270833333333334,1,1.0
SD,2000,1.0,1e-10,False,5.410000000000003,6.01,10,0.40417666416372194,1.5730213006776774,22.27929857736855,0.011324669952645146,10.92,1,1.0
SD,586,1.0,1e-10,False,5.410000000000003,6.01,10,0.4046735817821451,1.583343409839939,20.20652280091438,0.03898687774158131,11.627118644067796,1,1.0
SD,2000,1.0,1e-10,False,5.410000000000003,6.01,10,0.3906838531787126,1.5726250921316427,21.154711102421548,0.015525736201924335,9.76,1,1.0
SD,1543,1.0,1e-10,False,5.610000000000003,6.01,10,0.41148920933269945,1.5802723586284917,22.58421538098677,0.01954711560324087,12.451612903225806,1,1.0
SD,1047,1.0,1e-10,False,5.610000000000003,6.01,10,0.4121076880043501,1.573762714525078,20.306722045091263,0.0324160420757153,12.571428571428571,1,1.0
