run_id,degree,sum_prob,deg_count
20260429_102226_126480,294,0.013587582698756878,1
20260429_102226_126480,46,0.004170868900776232,7
20260429_102226_126480,39,0.004217795694429227,8
20260429_102226_126480,19,0.005121919946329566,45
20260429_102226_126480,1071,0.08210729020365372,1
20260429_102226_126480,353,0.01620031702994718,1
20260429_102226_126480,18,0.00789110450673073,64
20260429_102226_126480,292,0.012088252720380815,1
20260429_102226_126480,108,0.003024871677778091,1
20260429_102226_126480,44,0.0051077610733506525,9
20260429_102226_126480,26,0.005403196457550076,20
20260429_102226_126480,275,0.012650813258890378,1
20260429_102226_126480,62,0.005158036726281851,5
20260429_102226_126480,15,0.007734066450213069,73
20260429_102226_126480,157,0.0030522778945526944,1
20260429_102226_126480,195,0.006424827753794836,1
20260429_102226_126480,116,0.006466083152633306,2
20260429_102226_126480,158,0.00462717270920223,1
20260429_102226_126480,30,0.007266348335736528,22
20260429_102226_126480,57,0.004381739757766626,5
20260429_102226_126480,10,0.012632136386679553,219
20260429_102226_126480,452,0.02391950674917199,1
20260429_102226_126480,34,0.004830809909601391,14
20260429_102226_126480,143,0.005988921297909998,2
20260429_102226_126480,111,0.0065257567423054295,2
20260429_102226_126480,49,0.0032278862975312263,5
20260429_102226_126480,182,0.006186747100957258,1
20260429_102226_126480,122,0.002694029397908474,1
20260429_102226_126480,17,0.006644554151790318,59
20260429_102226_126480,6,0.008436947798850862,360
20260429_102226_126480,188,0.006129454828881027,1
20260429_102226_126480,206,0.00799066185892453,1
20260429_102226_126480,4,0.003731707089295498,300
20260429_102226_126480,16,0.0073170166042519505,75
20260429_102226_126480,33,0.004238973828204527,12
20260429_102226_126480,25,0.007232074520196058,31
20260429_102226_126480,183,0.004293593429944035,1
20260429_102226_126480,78,0.007066837787577801,5
20260429_102226_126480,11,0.0115195460009577,184
20260429_102226_126480,59,0.002144408615269723,2
20260429_102226_126480,80,0.0012649011417732881,1
20260429_102226_126480,103,0.006054230745554301,2
20260429_102226_126480,51,0.0011258676966677066,2
20260429_102226_126480,70,0.004528939497384966,3
20260429_102226_126480,184,0.0048533261743855085,1
20260429_102226_126480,593,0.034926854654088485,1
20260429_102226_126480,52,0.0016889229077608186,3
20260429_102226_126480,101,0.0030052635459974636,1
